date,region,disease,cases,vaccinations
2024-05-23,North,Flu,36.0,112
2024-05-23,North,Malaria,55.0,36
2024-05-23,North,COVID,27.0,105
2024-05-23,South,Flu,32.0,40
2024-05-23,South,Malaria,61.0,108
2024-05-23,South,COVID,34.0,52
2024-05-23,East,Flu,29.0,35
2024-05-23,East,Malaria,44.0,27
2024-05-23,East,COVID,31.0,116
2024-05-23,West,Flu,50.0,93
2024-05-23,West,Malaria,64.0,110
2024-05-23,West,COVID,34.0,96
2024-05-23,Central,Flu,46.0,43
2024-05-23,Central,Malaria,65.0,113
2024-05-23,Central,COVID,28.0,31
2024-05-24,North,Flu,41.0,76
2024-05-24,North,Malaria,76.0,76
2024-05-24,North,COVID,30.0,89
2024-05-24,South,Flu,34.0,56
2024-05-24,South,Malaria,39.0,41
2024-05-24,South,COVID,33.0,98
2024-05-24,East,Flu,40.0,67
2024-05-24,East,Malaria,60.0,118
2024-05-24,East,COVID,31.0,55
2024-05-24,West,Flu,36.0,31
2024-05-24,West,Malaria,61.0,30
2024-05-24,West,COVID,36.0,32
2024-05-24,Central,Flu,40.0,43
2024-05-24,Central,Malaria,59.0,29
2024-05-24,Central,COVID,29.0,22
2024-05-25,North,Flu,42.0,75
2024-05-25,North,Malaria,54.0,111
2024-05-25,North,COVID,38.0,69
2024-05-25,South,Flu,39.0,101
2024-05-25,South,Malaria,56.0,103
2024-05-25,South,COVID,29.0,57
2024-05-25,East,Flu,28.0,84
2024-05-25,East,Malaria,62.0,21
2024-05-25,East,COVID,28.0,40
2024-05-25,West,Flu,45.0,41
2024-05-25,West,Malaria,58.0,116
2024-05-25,West,COVID,32.0,94
2024-05-25,Central,Flu,28.0,96
2024-05-25,Central,Malaria,62.0,73
2024-05-25,Central,COVID,31.0,84
2024-05-26,North,Flu,35.0,62
2024-05-26,North,Malaria,60.0,73
2024-05-26,North,COVID,28.0,62
2024-05-26,South,Flu,34.0,33
2024-05-26,South,Malaria,58.0,51
2024-05-26,South,COVID,31.0,20
2024-05-26,East,Flu,37.0,21
2024-05-26,East,Malaria,55.0,90
2024-05-26,East,COVID,28.0,53
2024-05-26,West,Flu,35.0,59
2024-05-26,West,Malaria,56.0,41
2024-05-26,West,COVID,25.0,58
2024-05-26,Central,Flu,38.0,26
2024-05-26,Central,Malaria,59.0,56
2024-05-26,Central,COVID,38.0,100
2024-05-27,North,Flu,41.0,91
2024-05-27,North,Malaria,68.0,101
2024-05-27,North,COVID,23.0,96
2024-05-27,South,Flu,53.0,107
2024-05-27,South,Malaria,75.0,102
2024-05-27,South,COVID,35.0,29
2024-05-27,East,Flu,38.0,41
2024-05-27,East,Malaria,60.0,75
2024-05-27,East,COVID,36.0,82
2024-05-27,West,Flu,39.0,116
2024-05-27,West,Malaria,51.0,50
2024-05-27,West,COVID,31.0,98
2024-05-27,Central,Flu,35.0,104
2024-05-27,Central,Malaria,70.0,105
2024-05-27,Central,COVID,32.0,61
2024-05-28,North,Flu,42.0,20
2024-05-28,North,Malaria,60.0,23
2024-05-28,North,COVID,26.0,106
2024-05-28,South,Flu,48.0,80
2024-05-28,South,Malaria,56.0,96
2024-05-28,South,COVID,27.0,47
2024-05-28,East,Flu,56.0,36
2024-05-28,East,Malaria,61.0,30
2024-05-28,East,COVID,32.0,80
2024-05-28,West,Flu,39.0,92
2024-05-28,West,Malaria,58.0,78
2024-05-28,West,COVID,24.0,114
2024-05-28,Central,Flu,40.0,23
2024-05-28,Central,Malaria,61.0,22
2024-05-28,Central,COVID,33.0,93
2024-05-29,North,Flu,52.0,41
2024-05-29,North,Malaria,53.0,85
2024-05-29,North,COVID,30.0,20
2024-05-29,South,Flu,38.0,32
2024-05-29,South,Malaria,57.0,93
2024-05-29,South,COVID,39.0,57
2024-05-29,East,Flu,42.0,39
2024-05-29,East,Malaria,62.0,69
2024-05-29,East,COVID,22.0,92
2024-05-29,West,Flu,37.0,87
2024-05-29,West,Malaria,60.0,87
2024-05-29,West,COVID,39.0,89
2024-05-29,Central,Flu,37.0,49
2024-05-29,Central,Malaria,57.0,108
2024-05-29,Central,COVID,43.0,60
2024-05-30,North,Flu,34.0,108
2024-05-30,North,Malaria,52.0,47
2024-05-30,North,COVID,26.0,50
2024-05-30,South,Flu,42.0,91
2024-05-30,South,Malaria,55.0,115
2024-05-30,South,COVID,30.0,56
2024-05-30,East,Flu,45.0,74
2024-05-30,East,Malaria,61.0,66
2024-05-30,East,COVID,40.0,64
2024-05-30,West,Flu,47.0,94
2024-05-30,West,Malaria,59.0,37
2024-05-30,West,COVID,36.0,68
2024-05-30,Central,Flu,49.0,61
2024-05-30,Central,Malaria,67.0,44
2024-05-30,Central,COVID,25.0,111
2024-05-31,North,Flu,42.0,105
2024-05-31,North,Malaria,53.0,28
2024-05-31,North,COVID,30.0,56
2024-05-31,South,Flu,43.0,71
2024-05-31,South,Malaria,57.0,59
2024-05-31,South,COVID,37.0,71
2024-05-31,East,Flu,41.0,96
2024-05-31,East,Malaria,64.0,92
2024-05-31,East,COVID,33.0,96
2024-05-31,West,Flu,40.0,107
2024-05-31,West,Malaria,77.0,77
2024-05-31,West,COVID,31.0,105
2024-05-31,Central,Flu,36.0,33
2024-05-31,Central,Malaria,64.0,115
2024-05-31,Central,COVID,26.0,81
2024-06-01,North,Flu,39.0,22
2024-06-01,North,Malaria,59.0,97
2024-06-01,North,COVID,31.0,82
2024-06-01,South,Flu,38.0,52
2024-06-01,South,Malaria,70.0,42
2024-06-01,South,COVID,36.0,81
2024-06-01,East,Flu,38.0,65
2024-06-01,East,Malaria,62.0,63
2024-06-01,East,COVID,29.0,108
2024-06-01,West,Flu,37.0,102
2024-06-01,West,Malaria,52.0,91
2024-06-01,West,COVID,27.0,76
2024-06-01,Central,Flu,36.0,108
2024-06-01,Central,Malaria,68.0,80
2024-06-01,Central,COVID,25.0,73
2024-06-02,North,Flu,52.0,101
2024-06-02,North,Malaria,73.0,84
2024-06-02,North,COVID,16.0,24
2024-06-02,South,Flu,45.0,112
2024-06-02,South,Malaria,56.0,95
2024-06-02,South,COVID,33.0,92
2024-06-02,East,Flu,46.0,21
2024-06-02,East,Malaria,65.0,35
2024-06-02,East,COVID,25.0,70
2024-06-02,West,Flu,49.0,119
2024-06-02,West,Malaria,67.0,98
2024-06-02,West,COVID,28.0,29
2024-06-02,Central,Flu,35.0,94
2024-06-02,Central,Malaria,69.0,82
2024-06-02,Central,COVID,33.0,44
2024-06-03,North,Flu,40.0,69
2024-06-03,North,Malaria,75.0,115
2024-06-03,North,COVID,30.0,24
2024-06-03,South,Flu,36.0,28
2024-06-03,South,Malaria,60.0,52
2024-06-03,South,COVID,29.0,109
2024-06-03,East,Flu,40.0,33
2024-06-03,East,Malaria,63.0,34
2024-06-03,East,COVID,23.0,91
2024-06-03,West,Flu,39.0,82
2024-06-03,West,Malaria,53.0,87
2024-06-03,West,COVID,31.0,109
2024-06-03,Central,Flu,45.0,51
2024-06-03,Central,Malaria,58.0,85
2024-06-03,Central,COVID,32.0,107
2024-06-04,North,Flu,40.0,29
2024-06-04,North,Malaria,47.0,71
2024-06-04,North,COVID,34.0,114
2024-06-04,South,Flu,37.0,112
2024-06-04,South,Malaria,41.0,89
2024-06-04,South,COVID,26.0,77
2024-06-04,East,Flu,43.0,58
2024-06-04,East,Malaria,65.0,86
2024-06-04,East,COVID,28.0,71
2024-06-04,West,Flu,46.0,28
2024-06-04,West,Malaria,49.0,59
2024-06-04,West,COVID,30.0,77
2024-06-04,Central,Flu,29.0,41
2024-06-04,Central,Malaria,55.0,101
2024-06-04,Central,COVID,26.0,89
2024-06-05,North,Flu,40.0,105
2024-06-05,North,Malaria,63.0,32
2024-06-05,North,COVID,35.0,40
2024-06-05,South,Flu,45.0,115
2024-06-05,South,Malaria,63.0,115
2024-06-05,South,COVID,25.0,116
2024-06-05,East,Flu,36.0,47
2024-06-05,East,Malaria,54.0,34
2024-06-05,East,COVID,34.0,103
2024-06-05,West,Flu,44.0,111
2024-06-05,West,Malaria,60.0,115
2024-06-05,West,COVID,29.0,107
2024-06-05,Central,Flu,50.0,70
2024-06-05,Central,Malaria,57.0,102
2024-06-05,Central,COVID,32.0,119
2024-06-06,North,Flu,40.0,63
2024-06-06,North,Malaria,50.0,87
2024-06-06,North,COVID,31.0,68
2024-06-06,South,Flu,31.0,20
2024-06-06,South,Malaria,52.0,87
2024-06-06,South,COVID,23.0,27
2024-06-06,East,Flu,35.0,66
2024-06-06,East,Malaria,50.0,97
2024-06-06,East,COVID,39.0,24
2024-06-06,West,Flu,35.0,50
2024-06-06,West,Malaria,58.0,117
2024-06-06,West,COVID,24.0,59
2024-06-06,Central,Flu,30.0,36
2024-06-06,Central,Malaria,75.0,98
2024-06-06,Central,COVID,26.0,109
2024-06-07,North,Flu,48.0,65
2024-06-07,North,Malaria,56.0,52
2024-06-07,North,COVID,29.0,92
2024-06-07,South,Flu,49.0,22
2024-06-07,South,Malaria,65.0,108
2024-06-07,South,COVID,29.0,83
2024-06-07,East,Flu,44.0,113
2024-06-07,East,Malaria,64.0,45
2024-06-07,East,COVID,24.0,20
2024-06-07,West,Flu,42.0,100
2024-06-07,West,Malaria,43.0,40
2024-06-07,West,COVID,29.0,89
2024-06-07,Central,Flu,47.0,105
2024-06-07,Central,Malaria,68.0,66
2024-06-07,Central,COVID,18.0,66
2024-06-08,North,Flu,49.0,51
2024-06-08,North,Malaria,63.0,67
2024-06-08,North,COVID,20.0,40
2024-06-08,South,Flu,30.0,52
2024-06-08,South,Malaria,62.0,78
2024-06-08,South,COVID,38.0,60
2024-06-08,East,Flu,40.0,91
2024-06-08,East,Malaria,77.0,31
2024-06-08,East,COVID,34.0,108
2024-06-08,West,Flu,28.0,22
2024-06-08,West,Malaria,51.0,48
2024-06-08,West,COVID,32.0,80
2024-06-08,Central,Flu,49.0,39
2024-06-08,Central,Malaria,54.0,69
2024-06-08,Central,COVID,35.0,65
2024-06-09,North,Flu,39.0,30
2024-06-09,North,Malaria,57.0,83
2024-06-09,North,COVID,29.0,105
2024-06-09,South,Flu,35.0,111
2024-06-09,South,Malaria,65.0,46
2024-06-09,South,COVID,34.0,50
2024-06-09,East,Flu,33.0,51
2024-06-09,East,Malaria,61.0,118
2024-06-09,East,COVID,30.0,93
2024-06-09,West,Flu,32.0,73
2024-06-09,West,Malaria,64.0,94
2024-06-09,West,COVID,26.0,41
2024-06-09,Central,Flu,43.0,46
2024-06-09,Central,Malaria,56.0,23
2024-06-09,Central,COVID,20.0,100
2024-06-10,North,Flu,53.0,77
2024-06-10,North,Malaria,53.0,63
2024-06-10,North,COVID,31.0,36
2024-06-10,South,Flu,44.0,28
2024-06-10,South,Malaria,62.0,35
2024-06-10,South,COVID,33.0,91
2024-06-10,East,Flu,30.0,76
2024-06-10,East,Malaria,54.0,49
2024-06-10,East,COVID,28.0,28
2024-06-10,West,Flu,43.0,105
2024-06-10,West,Malaria,64.0,52
2024-06-10,West,COVID,38.0,26
2024-06-10,Central,Flu,43.0,66
2024-06-10,Central,Malaria,61.0,99
2024-06-10,Central,COVID,24.0,25
2024-06-11,North,Flu,44.0,100
2024-06-11,North,Malaria,64.0,88
2024-06-11,North,COVID,31.0,22
2024-06-11,South,Flu,59.0,36
2024-06-11,South,Malaria,47.0,64
2024-06-11,South,COVID,26.0,40
2024-06-11,East,Flu,36.0,51
2024-06-11,East,Malaria,65.0,88
2024-06-11,East,COVID,24.0,70
2024-06-11,West,Flu,41.0,86
2024-06-11,West,Malaria,65.0,83
2024-06-11,West,COVID,24.0,20
2024-06-11,Central,Flu,49.0,48
2024-06-11,Central,Malaria,73.0,33
2024-06-11,Central,COVID,34.0,62
2024-06-12,North,Flu,34.0,118
2024-06-12,North,Malaria,64.0,48
2024-06-12,North,COVID,28.0,38
2024-06-12,South,Flu,42.0,63
2024-06-12,South,Malaria,57.0,31
2024-06-12,South,COVID,32.0,52
2024-06-12,East,Flu,36.0,50
2024-06-12,East,Malaria,70.0,65
2024-06-12,East,COVID,33.0,107
2024-06-12,West,Flu,39.0,53
2024-06-12,West,Malaria,65.0,115
2024-06-12,West,COVID,26.0,88
2024-06-12,Central,Flu,52.0,80
2024-06-12,Central,Malaria,51.0,115
2024-06-12,Central,COVID,20.0,88
2024-06-13,North,Flu,38.0,88
2024-06-13,North,Malaria,50.0,117
2024-06-13,North,COVID,25.0,58
2024-06-13,South,Flu,37.0,52
2024-06-13,South,Malaria,52.0,64
2024-06-13,South,COVID,32.0,61
2024-06-13,East,Flu,35.0,22
2024-06-13,East,Malaria,56.0,70
2024-06-13,East,COVID,35.0,43
2024-06-13,West,Flu,47.0,40
2024-06-13,West,Malaria,49.0,94
2024-06-13,West,COVID,29.0,104
2024-06-13,Central,Flu,46.0,61
2024-06-13,Central,Malaria,68.0,116
2024-06-13,Central,COVID,19.0,112
2024-06-14,North,Flu,35.0,22
2024-06-14,North,Malaria,48.0,75
2024-06-14,North,COVID,33.0,114
2024-06-14,South,Flu,35.0,46
2024-06-14,South,Malaria,60.0,109
2024-06-14,South,COVID,36.0,56
2024-06-14,East,Flu,31.0,74
2024-06-14,East,Malaria,57.0,91
2024-06-14,East,COVID,31.0,29
2024-06-14,West,Flu,36.0,87
2024-06-14,West,Malaria,62.0,99
2024-06-14,West,COVID,32.0,38
2024-06-14,Central,Flu,38.0,92
2024-06-14,Central,Malaria,65.0,64
2024-06-14,Central,COVID,29.0,52
2024-06-15,North,Flu,29.0,74
2024-06-15,North,Malaria,68.0,44
2024-06-15,North,COVID,34.0,102
2024-06-15,South,Flu,33.0,52
2024-06-15,South,Malaria,73.0,35
2024-06-15,South,COVID,35.0,72
2024-06-15,East,Flu,38.0,71
2024-06-15,East,Malaria,63.0,83
2024-06-15,East,COVID,44.0,75
2024-06-15,West,Flu,41.0,118
2024-06-15,West,Malaria,56.0,75
2024-06-15,West,COVID,38.0,69
2024-06-15,Central,Flu,31.0,64
2024-06-15,Central,Malaria,62.0,86
2024-06-15,Central,COVID,40.0,80
2024-06-16,North,Flu,27.0,108
2024-06-16,North,Malaria,86.0,74
2024-06-16,North,COVID,26.0,100
2024-06-16,South,Flu,40.0,92
2024-06-16,South,Malaria,64.0,69
2024-06-16,South,COVID,23.0,96
2024-06-16,East,Flu,46.0,31
2024-06-16,East,Malaria,65.0,60
2024-06-16,East,COVID,32.0,107
2024-06-16,West,Flu,47.0,49
2024-06-16,West,Malaria,57.0,99
2024-06-16,West,COVID,29.0,51
2024-06-16,Central,Flu,41.0,62
2024-06-16,Central,Malaria,75.0,24
2024-06-16,Central,COVID,20.0,22
2024-06-17,North,Flu,33.0,34
2024-06-17,North,Malaria,60.0,101
2024-06-17,North,COVID,34.0,59
2024-06-17,South,Flu,47.0,114
2024-06-17,South,Malaria,54.0,34
2024-06-17,South,COVID,23.0,109
2024-06-17,East,Flu,49.0,96
2024-06-17,East,Malaria,63.0,87
2024-06-17,East,COVID,35.0,73
2024-06-17,West,Flu,45.0,114
2024-06-17,West,Malaria,48.0,79
2024-06-17,West,COVID,26.0,114
2024-06-17,Central,Flu,55.0,109
2024-06-17,Central,Malaria,50.0,70
2024-06-17,Central,COVID,31.0,59
2024-06-18,North,Flu,31.0,85
2024-06-18,North,Malaria,50.0,94
2024-06-18,North,COVID,33.0,79
2024-06-18,South,Flu,40.0,91
2024-06-18,South,Malaria,57.0,114
2024-06-18,South,COVID,32.0,78
2024-06-18,East,Flu,44.0,43
2024-06-18,East,Malaria,62.0,109
2024-06-18,East,COVID,28.0,80
2024-06-18,West,Flu,36.0,95
2024-06-18,West,Malaria,64.0,111
2024-06-18,West,COVID,30.0,65
2024-06-18,Central,Flu,35.0,89
2024-06-18,Central,Malaria,61.0,67
2024-06-18,Central,COVID,21.0,79
2024-06-19,North,Flu,40.0,76
2024-06-19,North,Malaria,63.0,73
2024-06-19,North,COVID,33.0,67
2024-06-19,South,Flu,51.0,93
2024-06-19,South,Malaria,56.0,54
2024-06-19,South,COVID,29.0,89
2024-06-19,East,Flu,40.0,105
2024-06-19,East,Malaria,60.0,38
2024-06-19,East,COVID,25.0,89
2024-06-19,West,Flu,33.0,116
2024-06-19,West,Malaria,39.0,60
2024-06-19,West,COVID,33.0,88
2024-06-19,Central,Flu,31.0,49
2024-06-19,Central,Malaria,60.0,45
2024-06-19,Central,COVID,25.0,79
2024-06-20,North,Flu,40.0,50
2024-06-20,North,Malaria,60.0,116
2024-06-20,North,COVID,32.0,82
2024-06-20,South,Flu,37.0,58
2024-06-20,South,Malaria,65.0,118
2024-06-20,South,COVID,27.0,44
2024-06-20,East,Flu,38.0,114
2024-06-20,East,Malaria,53.0,82
2024-06-20,East,COVID,33.0,105
2024-06-20,West,Flu,44.0,97
2024-06-20,West,Malaria,58.0,32
2024-06-20,West,COVID,20.0,96
2024-06-20,Central,Flu,42.0,35
2024-06-20,Central,Malaria,49.0,26
2024-06-20,Central,COVID,35.0,56
2024-06-21,North,Flu,38.0,96
2024-06-21,North,Malaria,64.0,114
2024-06-21,North,COVID,25.0,63
2024-06-21,South,Flu,38.0,93
2024-06-21,South,Malaria,55.0,83
2024-06-21,South,COVID,38.0,112
2024-06-21,East,Flu,43.0,23
2024-06-21,East,Malaria,57.0,45
2024-06-21,East,COVID,29.0,111
2024-06-21,West,Flu,41.0,54
2024-06-21,West,Malaria,53.0,81
2024-06-21,West,COVID,23.0,54
2024-06-21,Central,Flu,39.0,47
2024-06-21,Central,Malaria,58.0,54
2024-06-21,Central,COVID,31.0,74
2024-06-22,North,Flu,45.0,84
2024-06-22,North,Malaria,67.0,66
2024-06-22,North,COVID,35.0,30
2024-06-22,South,Flu,41.0,20
2024-06-22,South,Malaria,62.0,45
2024-06-22,South,COVID,22.0,116
2024-06-22,East,Flu,39.0,39
2024-06-22,East,Malaria,56.0,86
2024-06-22,East,COVID,35.0,33
2024-06-22,West,Flu,44.0,98
2024-06-22,West,Malaria,54.0,96
2024-06-22,West,COVID,31.0,99
2024-06-22,Central,Flu,26.0,73
2024-06-22,Central,Malaria,72.0,75
2024-06-22,Central,COVID,23.0,93
2024-06-23,North,Flu,52.0,55
2024-06-23,North,Malaria,51.0,57
2024-06-23,North,COVID,38.0,85
2024-06-23,South,Flu,35.0,119
2024-06-23,South,Malaria,56.0,87
2024-06-23,South,COVID,38.0,74
2024-06-23,East,Flu,36.0,45
2024-06-23,East,Malaria,75.0,113
2024-06-23,East,COVID,32.0,62
2024-06-23,West,Flu,50.0,92
2024-06-23,West,Malaria,66.0,98
2024-06-23,West,COVID,35.0,118
2024-06-23,Central,Flu,44.0,103
2024-06-23,Central,Malaria,60.0,112
2024-06-23,Central,COVID,29.0,48
2024-06-24,North,Flu,32.0,40
2024-06-24,North,Malaria,55.0,60
2024-06-24,North,COVID,26.0,103
2024-06-24,South,Flu,45.0,30
2024-06-24,South,Malaria,48.0,42
2024-06-24,South,COVID,28.0,21
2024-06-24,East,Flu,44.0,97
2024-06-24,East,Malaria,59.0,54
2024-06-24,East,COVID,30.0,91
2024-06-24,West,Flu,39.0,29
2024-06-24,West,Malaria,65.0,42
2024-06-24,West,COVID,36.0,48
2024-06-24,Central,Flu,39.0,53
2024-06-24,Central,Malaria,68.0,91
2024-06-24,Central,COVID,36.0,101
2024-06-25,North,Flu,38.0,108
2024-06-25,North,Malaria,67.0,101
2024-06-25,North,COVID,26.0,46
2024-06-25,South,Flu,35.0,34
2024-06-25,South,Malaria,48.0,66
2024-06-25,South,COVID,26.0,95
2024-06-25,East,Flu,32.0,44
2024-06-25,East,Malaria,63.0,70
2024-06-25,East,COVID,27.0,108
2024-06-25,West,Flu,37.0,87
2024-06-25,West,Malaria,56.0,106
2024-06-25,West,COVID,29.0,45
2024-06-25,Central,Flu,28.0,60
2024-06-25,Central,Malaria,54.0,98
2024-06-25,Central,COVID,30.0,76
2024-06-26,North,Flu,36.0,28
2024-06-26,North,Malaria,59.0,114
2024-06-26,North,COVID,37.0,41
2024-06-26,South,Flu,38.0,112
2024-06-26,South,Malaria,72.0,79
2024-06-26,South,COVID,29.0,109
2024-06-26,East,Flu,42.0,119
2024-06-26,East,Malaria,66.0,33
2024-06-26,East,COVID,23.0,61
2024-06-26,West,Flu,43.0,38
2024-06-26,West,Malaria,66.0,38
2024-06-26,West,COVID,24.0,37
2024-06-26,Central,Flu,37.0,109
2024-06-26,Central,Malaria,69.0,117
2024-06-26,Central,COVID,35.0,24
2024-06-27,North,Flu,39.0,105
2024-06-27,North,Malaria,45.0,28
2024-06-27,North,COVID,33.0,99
2024-06-27,South,Flu,31.0,70
2024-06-27,South,Malaria,65.0,75
2024-06-27,South,COVID,35.0,78
2024-06-27,East,Flu,41.0,67
2024-06-27,East,Malaria,48.0,118
2024-06-27,East,COVID,34.0,62
2024-06-27,West,Flu,43.0,38
2024-06-27,West,Malaria,50.0,60
2024-06-27,West,COVID,41.0,73
2024-06-27,Central,Flu,39.0,87
2024-06-27,Central,Malaria,63.0,38
2024-06-27,Central,COVID,27.0,25
2024-06-28,North,Flu,32.0,66
2024-06-28,North,Malaria,55.0,90
2024-06-28,North,COVID,25.0,29
2024-06-28,South,Flu,44.0,109
2024-06-28,South,Malaria,57.0,107
2024-06-28,South,COVID,31.0,99
2024-06-28,East,Flu,28.0,54
2024-06-28,East,Malaria,74.0,93
2024-06-28,East,COVID,33.0,83
2024-06-28,West,Flu,54.0,29
2024-06-28,West,Malaria,65.0,45
2024-06-28,West,COVID,31.0,31
2024-06-28,Central,Flu,46.0,54
2024-06-28,Central,Malaria,56.0,44
2024-06-28,Central,COVID,28.0,105
2024-06-29,North,Flu,39.0,107
2024-06-29,North,Malaria,59.0,112
2024-06-29,North,COVID,22.0,72
2024-06-29,South,Flu,44.0,23
2024-06-29,South,Malaria,42.0,75
2024-06-29,South,COVID,27.0,56
2024-06-29,East,Flu,43.0,54
2024-06-29,East,Malaria,90.0,55
2024-06-29,East,COVID,29.0,59
2024-06-29,West,Flu,33.0,27
2024-06-29,West,Malaria,67.0,50
2024-06-29,West,COVID,30.0,50
2024-06-29,Central,Flu,47.0,58
2024-06-29,Central,Malaria,62.0,90
2024-06-29,Central,COVID,30.0,112
2024-06-30,North,Flu,40.0,102
2024-06-30,North,Malaria,38.0,116
2024-06-30,North,COVID,24.0,26
2024-06-30,South,Flu,48.0,30
2024-06-30,South,Malaria,50.0,61
2024-06-30,South,COVID,20.0,93
2024-06-30,East,Flu,39.0,107
2024-06-30,East,Malaria,52.0,31
2024-06-30,East,COVID,33.0,64
2024-06-30,West,Flu,46.0,105
2024-06-30,West,Malaria,53.0,63
2024-06-30,West,COVID,34.0,106
2024-06-30,Central,Flu,40.0,32
2024-06-30,Central,Malaria,74.0,108
2024-06-30,Central,COVID,30.0,43
